0 - [ 11  1  1  2  14  2  13  3  3  ]
76 - [ 2199  1783  1783  1852  1520  1666  1663  1520  1312  1312  ]
77 - [ 2199  1783  1852  1783  1520  1663  1520  1666  1312  1312  ]
78 - [ 2199  1783  1852  1783  1666  1663  1520  1520  1312  1312  ]
79 - [ 2199  1783  1852  1783  1663  1520  1666  1520  1312  1312  ]
80 - [ 2199  1783  1852  1783  1666  1520  1663  1520  1312  1312  ]
81 - [ 1783  1312  1520  2199  1663  1666  1852  1312  1783  1520  ]
82 - [ 2199  1783  1852  1783  1663  1520  1520  1666  1312  1312  ]
83 - [ 2199  1783  1783  1852  1663  1520  1520  1666  1312  1312  ]
84 - [ 2199  1783  1783  1852  1520  1663  1666  1520  1312  1312  ]
85 - [ 2199  1852  1783  1783  1666  1520  1663  1520  1312  1312  ]
86 - [ 2199  1783  1783  1852  1520  1666  1520  1663  1312  1312  ]
87 - [ 2199  1783  1852  1783  1520  1520  1663  1666  1312  1312  ]
88 - [ 2199  1783  1852  1783  1666  1663  1520  1520  1312  1312  ]
89 - [ 2199  1783  1783  1852  1663  1520  1666  1520  1312  1312  ]
90 - [ 2199  1783  1783  1852  1666  1663  1520  1520  1312  1312  ]
91 - [ 2199  1783  1783  1852  1520  1666  1663  1520  1312  1312  ]
92 - [ 2199  1783  1783  1852  1666  1520  1520  1663  1312  1312  ]
93 - [ 2199  1783  1852  1783  1663  1520  1520  1666  1312  1312  ]
94 - [ 1312  1312  1783  2199  1520  1663  1783  1520  1852  1666  ]
95 - [ 2199  1783  1783  1852  1666  1520  1663  1520  1312  1312  ]
96 - [ 1312  1852  1783  2199  1783  1663  1520  1520  1312  1666  ]
97 - [ 2199  1783  1852  1783  1520  1663  1520  1666  1312  1312  ]
98 - [ 2199  1852  1783  1783  1666  1520  1520  1663  1312  1312  ]
99 - [ 2199  1852  1783  1783  1520  1666  1520  1663  1312  1312  ]
